hb0	 She doesn’t have bangs
fs1	 He has very short beard, and has a round face
s0	She is an Asian young woman
s0	She is a middle-aged white woman
fs0	 He has long and thin face
hc1	 His hair is light brown and it’s slightly curly
fs1	 She has round face
hl1	 He has short straight hair, and it's mostly white and sparsely dark brown
hl3	 Her hair is dark brown, and it's slightly curly, long and tied up
fs0	 She has no bread, and has a round face
fs1	 She has round face
s0	She is middle-aged White woman
hl1	 Her hair is dark brown, and it's straight and short
hb0	 She doesn't have bangs
hb0	 He doesn’t have bangs
s1	He is a white old man
fs1	 He has beard and mustache, and has round face
s0	She is a youth-aged white woman
hb0	 She doesn’t have bangs
hc0	 Her hair is light brown, and it’s straight
hb0	 She doesn’t have bangs
hb0	 She has no bangs
s0	She is youth-aged white woman
fs0	 He has little beard, mustache, and has a long face
hc0	 Her hair is light brown, and it's straight
s0	She is youth white man
s0	She is adolescent white girl
s1	He is youth-aged white man
s1	He is a youth-aged white man
hc2	 Her hair is light brown, and it's curly
hc2	 Her hair is brown and it’s quite curly
hb2	 She has long bangs
hc2	 He has brown short hair, and it's curly
s0	She is youth-aged white woman
hb0	 She doesn't have bangs
hb0	 He doesn’t have bangs
fs1	 She has no beard, and has a round face
fs0	 She has no beard, and has long face
fs0	 He has beard and mustache, and has long face
s1	He is middle-aged white man
hb2	 He has bangs
fs3	 He has thin face
fs0	 He has long face
s1	He is a middle-aged white man with copper-colored skin
s0	She is youth-aged white woman
fs1	 She has no beard, and has a round face
hb0	 She doesn’t have smile and doesn’t have bangs
hb0	 She doesn't have bangs
s0	She is a middle-aged white woman
hb2	 She has bangs
hb0	He has no bangs
s1	He is white children boy
s1	He is a white young man
hl1	 He has light grayish brown short hair, and it's slightly curly
hl1	 He has brown short hair, and it's slightly curly
fs1	 She has no beard, and has a round face
s1	He is middle-aged White man
hb1	 She has side bangs
hb0	 She has little bangs
hc1	 His hair is brown, and it's slightly curly
fs0	 He has long face
hc0	 His hair is white and it’s not curly
hb0	 She doesn't have bangs
hb0	 She has grin smile and doesn’t have bangs
hb0	 He has grin smile and doesn’t have bangs
fs2	 He has no beard, and has angular face
s0	She is a middle-aged Indian woman
s1	He is a white old man
hb0	 He has smile and doesn’t have bangs
s0	She is youth-aged white woman
s0	He is a middle-aged white man
s1	He is a middle-aged white man
s0	She is a youth-aged white woman
hb0	 She doesn't have bangs
hl2	 Her hair is brown, and it's straight and short
hc0	 She has dark brown hair, and it's long and straight
hb0	 He has no bangs
hc0	 Her hair is brown, and it’s slightly curly
hb0	 She doesn’t have bangs
hb0	 He doesn’t have bangs
hc2	 His hair is black and it’s curly
hc0	 His hair is blond, and doesn't have curly
fs0	 She has no beard, and has long face
hc1	 Her hair is black, and it’s slightly curly
hb2	 He has smile and has bangs
hc0	 He has gray short hair, and it's straight
fs0	 He has little beard, mustache and has a long face
fs1	 She has no beard, and has a round face
hb0	 She doesn’t have bangs
fs1	 He has round face
hl1	 He has short brown hair
s1	He is a white old man
s1	He is youth Asian man
hl1	 She has dark brown short hair, and it's slightly curly
hc2	 His hair is brown, and it's curly
hb0	 He has smile and doesn’t have bangs
s1	He is middle-aged white man
hc1	 Her hair is gray, and it’s slightly curly
s0	She is youth White woman
s1	He is child white boy
hc0	 His hair is light brown, and it’s straight
hb2	 He has short bangs
s1	He is middle-aged White man
hb0	 She has no bangs
hb1	 He has smile and has bangs
hc0	 She has long straight hair, and it's dark brown
s0	She is middle-aged white woman
hb0	 She doesn't have bangs
hl1	 He has brown short hair, and it's curly
hb0	 He doesn't have bangs
hc0	 Her hair is black and it’s not curly
fs1	 He has round face
hc0	 Her hair is brown and black and it’s not curly
s0	She is middle-aged white woman
hc0	 His hair is brown and doesn't have curly
fs1	 She has round face
s1	He is middle-aged white man
hc1	 His hair is gray, and it’s slightly curly
hb0	 She doesn’t have bangs
fs2	 She has no beard, and has angular face
hc0	 His hair is black and it’s not curly
fs1	 She has no beard, and has a round face
s1	He is middle-aged white man
s0	She is a white young woman
s0	She is a white young woman
hc0	 Her hair is dark brown, and it's straight and short
hb0	 She has no bangs
hl3	 She has long straight hair, and it's dark brown
hb0	 He doesn't have bangs
hc1	 Her hair is dark brown, and it's slightly curly, long and tied up
s0	She is children-aged Indian woman
hb0	 She has no bangs
fs1	 She has round face
hc0	 His hair is dark brown and it’s not curly
s0	She is a middle-aged Asian woman
hb0	 She has grin smile and doesn’t have bangs
s0	She is middle-aged White woman
hb0	 He doesn't have bangs
hc0	 She has long black hair, and it's straight
hb0	 She doesn't have bangs
s1	He is a white young man
hc2	 Her hair is light brown, and it's curly
hb2	 She has long bangs
hc2	 Her hair is black, and it’s curly
hc1	 He has black hair, and it's slightly curly
hb0	 She has no bangs
hc1	 He has brown short hair, and it's slightly curly
hb0	 He has grin smile and doesn’t have bangs
hb0	 He doesn’t have bangs
hc2	 His har is brown, and it’s curly
fs1	 She has no bread, and has round face
hb2	 He has bangs
s0	She is aolescent-aged white woman
s1	He is youth white man
hb2	 She has long bangs
s0	She is youth-aged white woman
hc0	 Her hair is black, and it's straight
hc0	 His hair is black and brown and it’s not curly
fs0	 He has little beard, mustache, and has a long face
hb0	 He has smile and doesn’t have bangs
hc2	 Her hair is blond, and doesn't have curly
fs2	 He has squared face
fs0	 He has no beard, and has long face
hc0	 He has straight short hair, and it’s black
hc1	 Her hair is brown, and it's short and slightly curly
fs0	 He has a long and round face
hb0	 He doesn't have bangs
s1	He is youth-aged white man
hl1	 He has straight short hair, and it’s black
fs1	 She has round face
s0	She is adolescent Asian woman
s0	She is a middle-aged white woman
s1	He is a white young man
fs2	 She has no beard, and has angular face
hb0	 He doesn’t have bangs
hb0	 She has smile and doesn’t have bangs
hb0	 He doesn’t have bangs
s0	She is children-aged white woman
fs0	 She has round face
hc1	 Her hair is brown, and it’s slightly curly
fs0	 He has no beard, and has a long face
fs1	 He has no beard, and has a round face
hc0	 She has brown short hair, and it's straight
hb0	 He has grin smile and doesn’t have bangs
hb0	 She has smile and doesn’t have bangs
hc1	 He has grayish, black hair, and it's slightly curly
hc1	 Her hair is brown, and it's long and slightly curly
hb0	 She has grin smile and doesn’t have bangs
hc1	 Her hair is black, and it’s slightly curly
s0	She is a middle-aged white woman
hb0	 She has smile and doesn’t have bangs
hc1	 His hair is brown, and it’s slightly curly
hb0	 She doesn’t have bangs
fs1	 She has no beard, and has a round face
hb0	 She doesn't have bangs
hb0	 She has smile and doesn’t have bangs
hl1	 He has silver short hair, and it's straight
hb0	 She doesn't have bangs
hl3	 She has brown straight long hair
s0	She is a white girl
hl3	 She has blonde straight long hair
fs0	 He has no beard, and has a round and long face
fs1	 He has mustache and beard and has round face
fs0	 She has no beard, and has long round face
hb1	 She has short bangs
hl2	 He has black short hair, and it's straight
hc0	 Her hair is black, and it's straight
hb0	 She doesn’t have bangs
s1	He is a middle-aged white man
hb0	 She has smile and doesn’t have bangs
hb0	 He doesn't have bangs
fs1	 He has no beard, and has a round face
hl1	 He has brown short hair, and it's slightly curly
hb0	 He doesn’t have bangs
hc0	 His hair is black, and it’s straight
hc0	 She has brown straight hair, and it's long
hl1	 He has dark brown short hair, and it's slightly curly
hb2	 She has grin smile and has bangs
hc0	 She has brown straight long hair
hb2	 He has long bang
fs2	 He has beard, mustache and has angular face
hc0	 Her hair is dark blond and it’s not curly
fs1	 He has long round face
s0	She is a young Indian woman
hc0	 Her hair is blond and it’s not curly
s1	He is youth-aged white man
s1	He is youth-aged white man
hb0	 He doesn’t have bangs
hc1	 Her hair is brown and it’s slightly curly
hb0	 He doesn't have bangs
hb0	 He has smile and doesn’t have bangs
hl1	 Her hair is dark brown, and it's slightly curly and short
s0	She is a youth-aged indian woman
fs1	 She has no bread, and has a round face
fs0	 She has no beard, and has a long face
fs0	 He has a little of mustache and beard and has long face
fs1	 She has no beard, and has a round face
s0	She is middle-aged white woman
s1	He is a middle-aged white man
hc1	 She has dark brown short hair, and it's slightly curly
hc0	 She has light grayish brown hair, and it's short and straight
hl1	 He has gray short hair, and it's straight
hc0	 Her hair is black, and it's straight and short
fs1	 She has round face
hb0	 He doesn't have bangs
fs1	 He has no bread, and has a round face
hl2	 Her hair is black, and it's straight and short
hb2	 She has long bang
hc0	 Her hair is black, and it’s no curly
s0	She is middle-aged white woman
hl1	 He has dark brown short hair, and it's slightly curly
hb0	 She doesn’t have bangs
hb2	 He has short bangs
hb2	 She doesn’t have smile and has some bangs
s1	He is an Asian boy
hc2	 Her hair is blond, and it’s curly
hb0	 She doesn't have bangs
hb0	 She doesn’t have bangs
hb0	 She doesn’t have bangs
hc0	 She has brown straight long hair
hb0	 He doesn’t have bangs
fs2	 She has no beard, and has angular face
fs0	 He has no beard, and has long face
hc2	 She has light brown short hair, and it's curly
hb0	 He has no bangs
s0	She is a youth-aged white woman
hc1	 Her hair is light brown, and it’s slightly curly
s1	He is youth-aged white man
hc2	 Her hair is gray and white and it’s slightly curly
hb0	 He has no bangs
hc0	 He has black short hair, and it's straight
fs0	 She has any beard, and has long face
fs1	 She has no beard, and has a round face
fs3	 She has no beard, and has inverted triangle face
hc2	 Her hair is blond and green and it’s curly
s0	She is youth white girl
hb0	 Obviously, he doesn't have bangs
hl1	 She has short brown hair, and it's straight
hc1	 His hair is white, and it’s slightly curly
s0	She is a white young woman
s1	He is youth-aged white man
hc2	 His hair is white, and it’s curly
hb0	 She doesn’t have bangs
s0	She is youth Asian woman
fs0	 He has no beard, and has a long face
s1	He is youth-aged white man
hc0	 Her hair is dark brown, and it's straight and long
hl3	 She has brown straight long hair
hb0	 She has grin smile and doesn’t have bangs
s0	She is middle-aged Asian woman
hc2	 Her hair is brown and it’s curly
fs0	 She has no beard, and has long round face
s1	He is middle-aged white man
hc0	 His hair is black and it’s not curly
hl3	 She has brown straight hair, and it's long
hc1	 Her hair is blond and it’s slightly curly
s0	She is youth Asian woman
fs2	 She has no beard, and angular face
hc1	 Her hair is dark brown, and it's slightly curly and short
hb0	 She has no bangs
fs0	 He has little of mustache and beard and has long face
hb0	 She has grin smile and doesn’t have bangs
hb0	 She doesn't have bangs
s1	He is a youth-aged Indian man
hc1	 Her hair is black and it’s slightly curly
hc0	 Her hair is light brown and it’s not curly
fs1	 She has no beard, and has a round face
hc2	 His hair is brown, and it’s curly
fs2	 He has a little of beard and mustache and has square face
s0	She is middle-aged white woman
fs0	 She has no beard, and has a long face
hb0	 She has smile and doesn’t have bangs
hl3	 She has brown long hair, and it's straight
fs1	 She has round face
hb1	 She has bangs
hb0	 He doesn’t have smile and doesn’t have bangs
hc0	 Her hair is blond and it’s not curly
hb0	 She doesn't have bangs
fs1	 She has no beard, and has a round face
hc0	 Her hair is light brown, and it’s straight
s0	She is middle-aged Indian woman
hb0	 She has no bangs
hb0	 She doesn't have bangs
hb0	 He doesn't have bangs
fs1	 She has no beard, and has a round face
fs1	 She has no beard, and has a round face
hc2	 His hair is black, and it’s curly
hb0	 He doesn’t have bangs
fs3	 She has no beard, and has inverted triangle face
s1	He is youth-aged white man
fs1	 She has no beard, and has a round face
s0	She is middle-aged white woman
fs1	 He has round face
hc0	 Her hair is brown, and it's straight and short
hl2	 She has black short hair, and it's straight
s1	He is an Indian boy
s1	He is middle-aged white man
s0	She is youth white woman
hc1	 Her hair is light brown, and it's slightly curly
fs1	 She has no beard, and has a round face
fs0	 She has long face
hb0	 He doesn’t have smile and doesn’t have bangs
s0	She is a middle-aged white woman
fs1	 She has no bread, and has a round face
s1	He is middle-aged White man
fs1	 She has round face
hb1	 She has side bangs
hc2	 His hair is gray, and it’s curly
hc1	 He has dark brown short hair, and it's slightly curly
hc1	 His hair is black, and it’s slightly curly
hc0	 Her hair is light brown, and it's straight
s1	He is youth-aged white man
hc1	 It’s slightly curly
s0	She is a white girl
s0	She is youth-aged white woman
hl1	 He has dark brown straight hair, and it's short
fs2	 She has no beard, and has a angular face
hb1	 He has short bangs
hc0	 She has brown long hair, and it's straight
s0	She is a white young woman
fs1	 He has no beard, and has an angled face
hl2	 She has brown short hair, and it's straight
s0	She is a middle-aged white woman
hc2	 Her bottom hair is dark brown and top is light brown and it’s curly
fs1	 He has beard, mustache, and has a round face
s1	He is middle-aged White man
fs3	 She has no beard, and has inverted triangle face
fs2	 He has little beard and mustache, and has angular face
fs0	 She has no beard, and has long face
hb0	 He doesn’t have bangs
hb2	 He has no bangs
hb0	 He doesn’t have bangs
hc1	 He has brown short hair, and it's slightly curly
hl1	 Her hair is brown, and it's short and slightly curly
hl2	 She has dark brown short hair, and it's slightly curly
s1	He is youth-aged white man
fs1	 He has no beard, and has a round face
fs3	 He has no beard, and has a sharp face
hb0	 She has no bangs
hc2	 Her hair is blond, and it’s curly
s0	She is youth white woman
fs3	 He has inverted triangle face
hc1	 Her hair is black, and it’s slightly curly
hb0	 He doesn't have bangs
hb0	 He has grin smile and doesn’t have bangs
hc1	 His hair is gray and it’s slightly curly
hl2	 Her hair is light brown, and it's short and slightly curly
hc0	 Her hair is blond and it’s not curly
s0	She is a middle-aged Indian woman
fs1	 He has round face
hb0	 She has smile and doesn’t have bangs
hb2	 He has long bangs
fs2	 She has no beard, and has angular face
fs2	 She has no beard, and has a square-shaped face
hb0	 She has no bangs
hb0	 She doesn’t have bangs
hc1	 She has blonde straight long hair
fs1	 He has no beard, and has a round face
s0	She is middle-aged white woman
fs0	 She has long face
hb0	 She doesn't have bangs
hb0	 She has grin smile and doesn’t have bangs
fs2	 She has no beard, and has angular face
s0	She is youth white woman
fs1	 He has no beard, and round face
s0	She is youth-aged white woman
fs2	 He has no beard, and has angled face
hb0	 He doesn’t have bangs
hb0	 He doesn’t have bangs
hl3	 She has long straight brown hair
hc1	 She has dark brown short hair, and it's slightly curly
s1	He is a middle-aged Asian man
hc0	 Her hair is black, and it’s straight
fs1	 She has no beard, and round face
hb1	 He has bang
hc0	 She has black short hair, and it's straight
hc0	 Her hair is brown and doesn't have curly
hc1	 He has dark brown short hair, and it's slightly curly
hc1	 Her hair is dark brown, and it's slightly curly and long
hb0	 She doesn’t have bangs
s0	She is a middle-aged white woman
fs1	 He has round face
hc2	 His hair is black, and it's curly
hb0	 He doesn’t have bangs
fs1	 She has no beard, and has a round face
fs1	 She has round face
hc0	 His hair is brown and doesn't have curly
fs1	 She has no bread, and has a round face
s0	She is children-aged white woman
fs2	 She has no beard, and has angular face
fs3	 She has no beard, and has inverted triangle face
fs1	 She has no beard, and has a round face
hl2	 She has light brown short hair, and it's curly
fs2	 She has no beard, and has angular face
hb0	 She doesn’t have bangs
hb0	 She doesn’t have bangs
fs2	 She has no beard, and has angular face
s0	She is a middle-aged white woman
s0	She is youth-aged white woman
hc2	 His hair is gray, and it’s curly
hl3	 She has brown long hair, and it's straight
hb0	 She doesn’t have bangs
fs1	 He has round face
s1	He is adolescent white boy
hc0	 She has short brown hair, and it's straight
hc0	 Her hair is dark brown and doesn't have curly
s0	She is a middle-aged white woman
hb0	 She doesn’t have bangs
s1	He is a white young man
hc2	 Her hair is white, and it’s curly
fs1	 She has no beard, and has a round face
hc2	 His hair is light brown and white and it’s curly
s1	He is youth white man
fs0	 She has no beard, and has a long round face
hc0	 He has silver short hair, and it's straight
fs1	 She has no beard, and has a round face
fs0	 She has long face
hc0	 He has dark brown straight hair, and it's short
hc1	 His hair is black and has some white hair and it’s slightly curly
hc1	 Her hair is gold, and it’s slightly curly
fs1	 She has round face
hb0	 He has grin smile and doesn’t have bangs
s0	She is an Asian young woman
fs1	 She has no beard, and round face
fs1	 She has no beard, and has a round face
hb0	 She doesn't have bangs
hc0	 Her hair is blond and it’s not curly
hl3	 Her hair is brown, and it's long and slightly curly
hb0	 She doesn't have bangs
s0	She is middle-aged white woman
s0	She is a white young woman
hc0	 He has short straight hair, and it's mostly white and sparsely dark brown
hl3	 She has dark brown hair, and it's long and straight
fs1	 She has no beard, and has a round face
fs1	 She has no beard, and has a round face
hb0	 He doesn't have bangs
hc0	 Her hair is black, and it's straight
s1	He is a white young man
s1	He is a white old man
s0	She is White child girl
hc0	 Her hair is dark brown and it’s not curly
hb0	 She doesn’t have bangs
s1	He is a middle-aged Asian man
hc0	 Her hair is light brown, and it’s straight
hb0	 He doesn't have bangs
s0	She is youth white girl
hc2	 Her hair is brown, and it’s curly
hb0	 She doesn't have bangs
hl2	 She has short black hair, and it's very curly
hc1	 Her hair is brown, and it’s slightly curly
fs1	 She has no bread, and has a round face
s1	He is middle-aged white man
hb0	 She doesn’t have smile and doesn’t have bangs
hc1	 Her hair is light brown, and it's short and slightly curly
s1	He is a children-aged white man
hb0	 He doesn't have bangs
hb0	 She doesn't have bangs
fs2	 She has no beard, and angular face
hb0	 She doesn’t have bangs
s0	She is youth white woman
hc0	 Her hair is black, and it’s straight
fs0	 She has no beard, and has a round face
hb0	 He has no bangs
fs1	 He has a round face
fs0	 He has little beard, and has a long face
s1	He is a white young man
hc0	 She has long straight brown hair
s0	She is youth-aged white woman
s0	She is middle-aged White woman
hb1	 She has bangs
s1	He is a white young man
